"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2000-Q1",72.40452,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2000-Q2",71.81616,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2000-Q3",70.54843,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2000-Q4",71.52946,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2001-Q1",71.48454,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2001-Q2",71.15836,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2001-Q3",72.29735,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2001-Q4",73.03043,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2002-Q1",72.0051,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2002-Q2",72.39567,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2002-Q3",70.87753,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2002-Q4",71.43861,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2003-Q1",69.83609,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2003-Q2",70.26643,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2003-Q3",71.13177,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2003-Q4",70.90882,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2004-Q1",70.54913,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2004-Q2",71.7986,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2004-Q3",72.38322,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2004-Q4",71.63599,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2005-Q1",71.6443,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2005-Q2",70.73286,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2005-Q3",71.64742,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2005-Q4",73.48994,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2006-Q1",73.51272,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2006-Q2",73.08309,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2006-Q3",73.61889,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2006-Q4",73.50763,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2007-Q1",73.48862,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2007-Q2",73.21522,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2007-Q3",72.74905,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2007-Q4",73.32739,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2008-Q1",73.57909,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2008-Q2",73.94653,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2008-Q3",74.10307,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2008-Q4",74.70844,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2009-Q1",73.51415,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2009-Q2",73.12135,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2009-Q3",72.88466,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2009-Q4",71.28321,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2010-Q1",71.41428,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2010-Q2",71.79185,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2010-Q3",71.16734,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2010-Q4",69.98767,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2011-Q1",70.38936,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2011-Q2",70.55342,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2011-Q3",70.53776,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2011-Q4",69.92371,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2012-Q1",70.37824,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2012-Q2",70.30267,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2012-Q3",69.73882,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2012-Q4",69.45454,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2013-Q1",69.68452,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2013-Q2",70.34772,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2013-Q3",70.56506,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2013-Q4",69.58777,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2014-Q1",68.7728,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2014-Q2",69.37891,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2014-Q3",70.03962,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2014-Q4",71.05507,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2015-Q1",70.77431,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2015-Q2",70.11628,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2015-Q3",69.8601,
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2015-Q4",70.71261,"B"
"DNK","EMP","WOMEN","PC_WKGPOP","Q","2016-Q1",72.38628,
"FIN","EMP","MEN","THND_PER","Q","1998-Q1",1162.229,
"FIN","EMP","MEN","THND_PER","Q","1998-Q2",1124.876,
"FIN","EMP","MEN","THND_PER","Q","1998-Q3",1179.571,
"FIN","EMP","MEN","THND_PER","Q","1998-Q4",1188.729,
"FIN","EMP","MEN","THND_PER","Q","1999-Q1",1195.993,
"FIN","EMP","MEN","THND_PER","Q","1999-Q2",1201.769,
"FIN","EMP","MEN","THND_PER","Q","1999-Q3",1208.048,
"FIN","EMP","MEN","THND_PER","Q","1999-Q4",1213.412,
"FIN","EMP","MEN","THND_PER","Q","2000-Q1",1216.106,
"FIN","EMP","MEN","THND_PER","Q","2000-Q2",1225.739,
"FIN","EMP","MEN","THND_PER","Q","2000-Q3",1232.958,
"FIN","EMP","MEN","THND_PER","Q","2000-Q4",1234.895,
"FIN","EMP","MEN","THND_PER","Q","2001-Q1",1242.596,
"FIN","EMP","MEN","THND_PER","Q","2001-Q2",1239.726,
"FIN","EMP","MEN","THND_PER","Q","2001-Q3",1238.293,
"FIN","EMP","MEN","THND_PER","Q","2001-Q4",1238.907,
"FIN","EMP","MEN","THND_PER","Q","2002-Q1",1232.358,
"FIN","EMP","MEN","THND_PER","Q","2002-Q2",1229.96,
"FIN","EMP","MEN","THND_PER","Q","2002-Q3",1228.35,
"FIN","EMP","MEN","THND_PER","Q","2002-Q4",1225.333,
"FIN","EMP","MEN","THND_PER","Q","2003-Q1",1225.133,
"FIN","EMP","MEN","THND_PER","Q","2003-Q2",1225.17,
"FIN","EMP","MEN","THND_PER","Q","2003-Q3",1235.831,
"FIN","EMP","MEN","THND_PER","Q","2003-Q4",1223.095,
"FIN","EMP","MEN","THND_PER","Q","2004-Q1",1226.254,
"FIN","EMP","MEN","THND_PER","Q","2004-Q2",1223.962,
"FIN","EMP","MEN","THND_PER","Q","2004-Q3",1233.594,
"FIN","EMP","MEN","THND_PER","Q","2004-Q4",1229.65,
"FIN","EMP","MEN","THND_PER","Q","2005-Q1",1234.916,
"FIN","EMP","MEN","THND_PER","Q","2005-Q2",1242.128,
"FIN","EMP","MEN","THND_PER","Q","2005-Q3",1240.835,
"FIN","EMP","MEN","THND_PER","Q","2005-Q4",1253.993,
"FIN","EMP","MEN","THND_PER","Q","2006-Q1",1260.509,
"FIN","EMP","MEN","THND_PER","Q","2006-Q2",1257.895,
"FIN","EMP","MEN","THND_PER","Q","2006-Q3",1271.604,
"FIN","EMP","MEN","THND_PER","Q","2006-Q4",1274.594,
"FIN","EMP","MEN","THND_PER","Q","2007-Q1",1274.976,
"FIN","EMP","MEN","THND_PER","Q","2007-Q2",1290.471,
"FIN","EMP","MEN","THND_PER","Q","2007-Q3",1296.514,
"FIN","EMP","MEN","THND_PER","Q","2007-Q4",1301.305,
"FIN","EMP","MEN","THND_PER","Q","2008-Q1",1313.013,
"FIN","EMP","MEN","THND_PER","Q","2008-Q2",1315.051,
"FIN","EMP","MEN","THND_PER","Q","2008-Q3",1314.278,
"FIN","EMP","MEN","THND_PER","Q","2008-Q4",1320.026,
"FIN","EMP","MEN","THND_PER","Q","2009-Q1",1276.429,
"FIN","EMP","MEN","THND_PER","Q","2009-Q2",1247.888,
"FIN","EMP","MEN","THND_PER","Q","2009-Q3",1249.469,
"FIN","EMP","MEN","THND_PER","Q","2009-Q4",1246.673,
"FIN","EMP","MEN","THND_PER","Q","2010-Q1",1248.815,
"FIN","EMP","MEN","THND_PER","Q","2010-Q2",1248.488,
"FIN","EMP","MEN","THND_PER","Q","2010-Q3",1269.019,
"FIN","EMP","MEN","THND_PER","Q","2010-Q4",1269.41,
"FIN","EMP","MEN","THND_PER","Q","2011-Q1",1272.823,
"FIN","EMP","MEN","THND_PER","Q","2011-Q2",1278.422,
"FIN","EMP","MEN","THND_PER","Q","2011-Q3",1274.842,
"FIN","EMP","MEN","THND_PER","Q","2011-Q4",1281.185,
"FIN","EMP","MEN","THND_PER","Q","2012-Q1",1280.439,
"FIN","EMP","MEN","THND_PER","Q","2012-Q2",1275.875,
"FIN","EMP","MEN","THND_PER","Q","2012-Q3",1275.088,
"FIN","EMP","MEN","THND_PER","Q","2012-Q4",1273.435,
"FIN","EMP","MEN","THND_PER","Q","2013-Q1",1262.299,
"FIN","EMP","MEN","THND_PER","Q","2013-Q2",1265.186,
"FIN","EMP","MEN","THND_PER","Q","2013-Q3",1262.181,
"FIN","EMP","MEN","THND_PER","Q","2013-Q4",1255.541,
"FIN","EMP","MEN","THND_PER","Q","2014-Q1",1256.942,
"FIN","EMP","MEN","THND_PER","Q","2014-Q2",1255.693,
"FIN","EMP","MEN","THND_PER","Q","2014-Q3",1249.712,
"FIN","EMP","MEN","THND_PER","Q","2014-Q4",1254.314,
"FIN","EMP","MEN","THND_PER","Q","2015-Q1",1249.854,
"FIN","EMP","MEN","THND_PER","Q","2015-Q2",1246.212,
"FIN","EMP","MEN","THND_PER","Q","2015-Q3",1251.379,
"FIN","EMP","MEN","THND_PER","Q","2015-Q4",1249.629,
"FIN","EMP","MEN","THND_PER","Q","2016-Q1",1257.245,
"FIN","EMP","TOT","THND_PER","Q","1998-Q1",2202.43,
"FIN","EMP","TOT","THND_PER","Q","1998-Q2",2139.46,
"FIN","EMP","TOT","THND_PER","Q","1998-Q3",2228.511,
"FIN","EMP","TOT","THND_PER","Q","1998-Q4",2242.749,
"FIN","EMP","TOT","THND_PER","Q","1999-Q1",2281.78,
"FIN","EMP","TOT","THND_PER","Q","1999-Q2",2290.934,
"FIN","EMP","TOT","THND_PER","Q","1999-Q3",2299.044,
"FIN","EMP","TOT","THND_PER","Q","1999-Q4",2307.784,
"FIN","EMP","TOT","THND_PER","Q","2000-Q1",2314.741,
"FIN","EMP","TOT","THND_PER","Q","2000-Q2",2329.262,
"FIN","EMP","TOT","THND_PER","Q","2000-Q3",2344.487,
"FIN","EMP","TOT","THND_PER","Q","2000-Q4",2351.051,
"FIN","EMP","TOT","THND_PER","Q","2001-Q1",2363.119,
"FIN","EMP","TOT","THND_PER","Q","2001-Q2",2368.423,
"FIN","EMP","TOT","THND_PER","Q","2001-Q3",2360.851,
"FIN","EMP","TOT","THND_PER","Q","2001-Q4",2377.655,
"FIN","EMP","TOT","THND_PER","Q","2002-Q1",2374.472,
"FIN","EMP","TOT","THND_PER","Q","2002-Q2",2374.827,
"FIN","EMP","TOT","THND_PER","Q","2002-Q3",2372.924,
"FIN","EMP","TOT","THND_PER","Q","2002-Q4",2370.579,
"FIN","EMP","TOT","THND_PER","Q","2003-Q1",2373.904,
"FIN","EMP","TOT","THND_PER","Q","2003-Q2",2370.931,
"FIN","EMP","TOT","THND_PER","Q","2003-Q3",2362.761,
"FIN","EMP","TOT","THND_PER","Q","2003-Q4",2351.475,
"FIN","EMP","TOT","THND_PER","Q","2004-Q1",2354.319,
"FIN","EMP","TOT","THND_PER","Q","2004-Q2",2357.07,
"FIN","EMP","TOT","THND_PER","Q","2004-Q3",2373.661,
"FIN","EMP","TOT","THND_PER","Q","2004-Q4",2373.548,
"FIN","EMP","TOT","THND_PER","Q","2005-Q1",2386.795,
"FIN","EMP","TOT","THND_PER","Q","2005-Q2",2398.518,
"FIN","EMP","TOT","THND_PER","Q","2005-Q3",2400.119,
"FIN","EMP","TOT","THND_PER","Q","2005-Q4",2418.764,
"FIN","EMP","TOT","THND_PER","Q","2006-Q1",2429.836,
"FIN","EMP","TOT","THND_PER","Q","2006-Q2",2432.312,
"FIN","EMP","TOT","THND_PER","Q","2006-Q3",2451.324,
"FIN","EMP","TOT","THND_PER","Q","2006-Q4",2460.345,
"FIN","EMP","TOT","THND_PER","Q","2007-Q1",2468.549,
"FIN","EMP","TOT","THND_PER","Q","2007-Q2",2488.764,
"FIN","EMP","TOT","THND_PER","Q","2007-Q3",2500.874,
"FIN","EMP","TOT","THND_PER","Q","2007-Q4",2511.52,
"FIN","EMP","TOT","THND_PER","Q","2008-Q1",2524.816,
"FIN","EMP","TOT","THND_PER","Q","2008-Q2",2530.114,
"FIN","EMP","TOT","THND_PER","Q","2008-Q3",2533.006,
"FIN","EMP","TOT","THND_PER","Q","2008-Q4",2539.747,
"FIN","EMP","TOT","THND_PER","Q","2009-Q1",2496.293,
"FIN","EMP","TOT","THND_PER","Q","2009-Q2",2449.216,
"FIN","EMP","TOT","THND_PER","Q","2009-Q3",2444.561,
"FIN","EMP","TOT","THND_PER","Q","2009-Q4",2439.616,
"FIN","EMP","TOT","THND_PER","Q","2010-Q1",2438.766,
"FIN","EMP","TOT","THND_PER","Q","2010-Q2",2436.469,
"FIN","EMP","TOT","THND_PER","Q","2010-Q3",2455.422,
"FIN","EMP","TOT","THND_PER","Q","2010-Q4",2457.396,
"FIN","EMP","TOT","THND_PER","Q","2011-Q1",2460.963,
"FIN","EMP","TOT","THND_PER","Q","2011-Q2",2471.708,
"FIN","EMP","TOT","THND_PER","Q","2011-Q3",2474.183,
"FIN","EMP","TOT","THND_PER","Q","2011-Q4",2484.629,
"FIN","EMP","TOT","THND_PER","Q","2012-Q1",2487.309,
"FIN","EMP","TOT","THND_PER","Q","2012-Q2",2482.91,
"FIN","EMP","TOT","THND_PER","Q","2012-Q3",2482.62,
"FIN","EMP","TOT","THND_PER","Q","2012-Q4",2477.394,
"FIN","EMP","TOT","THND_PER","Q","2013-Q1",2466.725,
"FIN","EMP","TOT","THND_PER","Q","2013-Q2",2465.418,
"FIN","EMP","TOT","THND_PER","Q","2013-Q3",2442.364,
"FIN","EMP","TOT","THND_PER","Q","2013-Q4",2452.69,
"FIN","EMP","TOT","THND_PER","Q","2014-Q1",2449.912,
"FIN","EMP","TOT","THND_PER","Q","2014-Q2",2452.059,
"FIN","EMP","TOT","THND_PER","Q","2014-Q3",2442.266,
"FIN","EMP","TOT","THND_PER","Q","2014-Q4",2444.024,
"FIN","EMP","TOT","THND_PER","Q","2015-Q1",2440.766,
"FIN","EMP","TOT","THND_PER","Q","2015-Q2",2432.62,
"FIN","EMP","TOT","THND_PER","Q","2015-Q3",2438.506,
"FIN","EMP","TOT","THND_PER","Q","2015-Q4",2437.325,
"FIN","EMP","TOT","THND_PER","Q","2016-Q1",2443.111,
"FIN","EMP","WOMEN","THND_PER","Q","1998-Q1",1040.201,
"FIN","EMP","WOMEN","THND_PER","Q","1998-Q2",1014.584,
"FIN","EMP","WOMEN","THND_PER","Q","1998-Q3",1048.94,
"FIN","EMP","WOMEN","THND_PER","Q","1998-Q4",1054.02,
"FIN","EMP","WOMEN","THND_PER","Q","1999-Q1",1085.787,
"FIN","EMP","WOMEN","THND_PER","Q","1999-Q2",1089.165,
"FIN","EMP","WOMEN","THND_PER","Q","1999-Q3",1090.996,
"FIN","EMP","WOMEN","THND_PER","Q","1999-Q4",1094.372,
"FIN","EMP","WOMEN","THND_PER","Q","2000-Q1",1098.636,
"FIN","EMP","WOMEN","THND_PER","Q","2000-Q2",1103.522,
"FIN","EMP","WOMEN","THND_PER","Q","2000-Q3",1111.528,
"FIN","EMP","WOMEN","THND_PER","Q","2000-Q4",1116.156,
"FIN","EMP","WOMEN","THND_PER","Q","2001-Q1",1120.524,
"FIN","EMP","WOMEN","THND_PER","Q","2001-Q2",1128.697,
"FIN","EMP","WOMEN","THND_PER","Q","2001-Q3",1122.558,
"FIN","EMP","WOMEN","THND_PER","Q","2001-Q4",1138.748,
"FIN","EMP","WOMEN","THND_PER","Q","2002-Q1",1142.114,
"FIN","EMP","WOMEN","THND_PER","Q","2002-Q2",1144.866,
"FIN","EMP","WOMEN","THND_PER","Q","2002-Q3",1144.574,
"FIN","EMP","WOMEN","THND_PER","Q","2002-Q4",1145.247,
"FIN","EMP","WOMEN","THND_PER","Q","2003-Q1",1148.771,
"FIN","EMP","WOMEN","THND_PER","Q","2003-Q2",1145.761,
"FIN","EMP","WOMEN","THND_PER","Q","2003-Q3",1126.931,
"FIN","EMP","WOMEN","THND_PER","Q","2003-Q4",1128.381,
"FIN","EMP","WOMEN","THND_PER","Q","2004-Q1",1128.065,
"FIN","EMP","WOMEN","THND_PER","Q","2004-Q2",1133.107,
"FIN","EMP","WOMEN","THND_PER","Q","2004-Q3",1140.066,
"FIN","EMP","WOMEN","THND_PER","Q","2004-Q4",1143.899,
"FIN","EMP","WOMEN","THND_PER","Q","2005-Q1",1151.879,
"FIN","EMP","WOMEN","THND_PER","Q","2005-Q2",1156.39,
"FIN","EMP","WOMEN","THND_PER","Q","2005-Q3",1159.283,
"FIN","EMP","WOMEN","THND_PER","Q","2005-Q4",1164.771,
"FIN","EMP","WOMEN","THND_PER","Q","2006-Q1",1169.327,
"FIN","EMP","WOMEN","THND_PER","Q","2006-Q2",1174.417,
"FIN","EMP","WOMEN","THND_PER","Q","2006-Q3",1179.72,
"FIN","EMP","WOMEN","THND_PER","Q","2006-Q4",1185.751,
"FIN","EMP","WOMEN","THND_PER","Q","2007-Q1",1193.573,
"FIN","EMP","WOMEN","THND_PER","Q","2007-Q2",1198.293,
"FIN","EMP","WOMEN","THND_PER","Q","2007-Q3",1204.36,
"FIN","EMP","WOMEN","THND_PER","Q","2007-Q4",1210.215,
"FIN","EMP","WOMEN","THND_PER","Q","2008-Q1",1211.803,
"FIN","EMP","WOMEN","THND_PER","Q","2008-Q2",1215.063,
"FIN","EMP","WOMEN","THND_PER","Q","2008-Q3",1218.727,
"FIN","EMP","WOMEN","THND_PER","Q","2008-Q4",1219.72,
"FIN","EMP","WOMEN","THND_PER","Q","2009-Q1",1219.864,
"FIN","EMP","WOMEN","THND_PER","Q","2009-Q2",1201.328,
"FIN","EMP","WOMEN","THND_PER","Q","2009-Q3",1195.092,
"FIN","EMP","WOMEN","THND_PER","Q","2009-Q4",1192.943,
"FIN","EMP","WOMEN","THND_PER","Q","2010-Q1",1189.951,
"FIN","EMP","WOMEN","THND_PER","Q","2010-Q2",1187.981,
"FIN","EMP","WOMEN","THND_PER","Q","2010-Q3",1186.403,
"FIN","EMP","WOMEN","THND_PER","Q","2010-Q4",1187.985,
"FIN","EMP","WOMEN","THND_PER","Q","2011-Q1",1188.14,
"FIN","EMP","WOMEN","THND_PER","Q","2011-Q2",1193.286,
"FIN","EMP","WOMEN","THND_PER","Q","2011-Q3",1199.341,
"FIN","EMP","WOMEN","THND_PER","Q","2011-Q4",1203.444,
"FIN","EMP","WOMEN","THND_PER","Q","2012-Q1",1206.87,
"FIN","EMP","WOMEN","THND_PER","Q","2012-Q2",1207.035,
"FIN","EMP","WOMEN","THND_PER","Q","2012-Q3",1207.532,
"FIN","EMP","WOMEN","THND_PER","Q","2012-Q4",1203.958,
"FIN","EMP","WOMEN","THND_PER","Q","2013-Q1",1204.426,
"FIN","EMP","WOMEN","THND_PER","Q","2013-Q2",1200.233,
"FIN","EMP","WOMEN","THND_PER","Q","2013-Q3",1180.183,
"FIN","EMP","WOMEN","THND_PER","Q","2013-Q4",1197.149,
"FIN","EMP","WOMEN","THND_PER","Q","2014-Q1",1192.97,
"FIN","EMP","WOMEN","THND_PER","Q","2014-Q2",1196.366,
"FIN","EMP","WOMEN","THND_PER","Q","2014-Q3",1192.554,
"FIN","EMP","WOMEN","THND_PER","Q","2014-Q4",1189.71,
"FIN","EMP","WOMEN","THND_PER","Q","2015-Q1",1190.913,
"FIN","EMP","WOMEN","THND_PER","Q","2015-Q2",1186.408,
"FIN","EMP","WOMEN","THND_PER","Q","2015-Q3",1187.127,
"FIN","EMP","WOMEN","THND_PER","Q","2015-Q4",1187.696,
"FIN","EMP","WOMEN","THND_PER","Q","2016-Q1",1185.866,
"FIN","EMP","MEN","PC_WKGPOP","Q","1998-Q1",67.45229,
"FIN","EMP","MEN","PC_WKGPOP","Q","1998-Q2",65.16541,
"FIN","EMP","MEN","PC_WKGPOP","Q","1998-Q3",67.88138,
"FIN","EMP","MEN","PC_WKGPOP","Q","1998-Q4",68.34962,
"FIN","EMP","MEN","PC_WKGPOP","Q","1999-Q1",68.64162,
"FIN","EMP","MEN","PC_WKGPOP","Q","1999-Q2",69.19051,
"FIN","EMP","MEN","PC_WKGPOP","Q","1999-Q3",69.30125,
"FIN","EMP","MEN","PC_WKGPOP","Q","1999-Q4",69.33053,
"FIN","EMP","MEN","PC_WKGPOP","Q","2000-Q1",69.45706,
"FIN","EMP","MEN","PC_WKGPOP","Q","2000-Q2",70.14603,
"FIN","EMP","MEN","PC_WKGPOP","Q","2000-Q3",70.46371,
"FIN","EMP","MEN","PC_WKGPOP","Q","2000-Q4",70.36697,
"FIN","EMP","MEN","PC_WKGPOP","Q","2001-Q1",70.89806,
"FIN","EMP","MEN","PC_WKGPOP","Q","2001-Q2",70.72404,
"FIN","EMP","MEN","PC_WKGPOP","Q","2001-Q3",70.73779,
"FIN","EMP","MEN","PC_WKGPOP","Q","2001-Q4",70.83797,
"FIN","EMP","MEN","PC_WKGPOP","Q","2002-Q1",70.25681,
"FIN","EMP","MEN","PC_WKGPOP","Q","2002-Q2",70.01897,
"FIN","EMP","MEN","PC_WKGPOP","Q","2002-Q3",69.70332,
"FIN","EMP","MEN","PC_WKGPOP","Q","2002-Q4",69.86015,
"FIN","EMP","MEN","PC_WKGPOP","Q","2003-Q1",69.64803,
"FIN","EMP","MEN","PC_WKGPOP","Q","2003-Q2",69.55312,
"FIN","EMP","MEN","PC_WKGPOP","Q","2003-Q3",70.02051,
"FIN","EMP","MEN","PC_WKGPOP","Q","2003-Q4",69.53245,
"FIN","EMP","MEN","PC_WKGPOP","Q","2004-Q1",69.69346,
"FIN","EMP","MEN","PC_WKGPOP","Q","2004-Q2",69.45986,
"FIN","EMP","MEN","PC_WKGPOP","Q","2004-Q3",69.82063,
"FIN","EMP","MEN","PC_WKGPOP","Q","2004-Q4",69.82069,
"FIN","EMP","MEN","PC_WKGPOP","Q","2005-Q1",69.98695,
"FIN","EMP","MEN","PC_WKGPOP","Q","2005-Q2",70.0189,
"FIN","EMP","MEN","PC_WKGPOP","Q","2005-Q3",70.11951,
"FIN","EMP","MEN","PC_WKGPOP","Q","2005-Q4",70.9837,
"FIN","EMP","MEN","PC_WKGPOP","Q","2006-Q1",71.21268,
"FIN","EMP","MEN","PC_WKGPOP","Q","2006-Q2",70.71719,
"FIN","EMP","MEN","PC_WKGPOP","Q","2006-Q3",71.82147,
"FIN","EMP","MEN","PC_WKGPOP","Q","2006-Q4",71.82325,
"FIN","EMP","MEN","PC_WKGPOP","Q","2007-Q1",71.37169,
"FIN","EMP","MEN","PC_WKGPOP","Q","2007-Q2",72.13744,
"FIN","EMP","MEN","PC_WKGPOP","Q","2007-Q3",72.58752,
"FIN","EMP","MEN","PC_WKGPOP","Q","2007-Q4",72.45717,
"FIN","EMP","MEN","PC_WKGPOP","Q","2008-Q1",73.09602,
"FIN","EMP","MEN","PC_WKGPOP","Q","2008-Q2",73.44871,
"FIN","EMP","MEN","PC_WKGPOP","Q","2008-Q3",73.14919,
"FIN","EMP","MEN","PC_WKGPOP","Q","2008-Q4",72.98029,
"FIN","EMP","MEN","PC_WKGPOP","Q","2009-Q1",71.04008,
"FIN","EMP","MEN","PC_WKGPOP","Q","2009-Q2",69.41756,
"FIN","EMP","MEN","PC_WKGPOP","Q","2009-Q3",68.82299,
"FIN","EMP","MEN","PC_WKGPOP","Q","2009-Q4",68.69113,
"FIN","EMP","MEN","PC_WKGPOP","Q","2010-Q1",69.07473,
"FIN","EMP","MEN","PC_WKGPOP","Q","2010-Q2",69.12301,
"FIN","EMP","MEN","PC_WKGPOP","Q","2010-Q3",69.47675,
"FIN","EMP","MEN","PC_WKGPOP","Q","2010-Q4",69.78994,
"FIN","EMP","MEN","PC_WKGPOP","Q","2011-Q1",70.4399,
"FIN","EMP","MEN","PC_WKGPOP","Q","2011-Q2",70.70163,
"FIN","EMP","MEN","PC_WKGPOP","Q","2011-Q3",70.33067,
"FIN","EMP","MEN","PC_WKGPOP","Q","2011-Q4",70.8243,
"FIN","EMP","MEN","PC_WKGPOP","Q","2012-Q1",70.68128,
"FIN","EMP","MEN","PC_WKGPOP","Q","2012-Q2",70.51043,
"FIN","EMP","MEN","PC_WKGPOP","Q","2012-Q3",70.39724,
"FIN","EMP","MEN","PC_WKGPOP","Q","2012-Q4",70.5336,
"FIN","EMP","MEN","PC_WKGPOP","Q","2013-Q1",69.76277,
"FIN","EMP","MEN","PC_WKGPOP","Q","2013-Q2",70.25711,
"FIN","EMP","MEN","PC_WKGPOP","Q","2013-Q3",70.11819,
"FIN","EMP","MEN","PC_WKGPOP","Q","2013-Q4",69.59583,
"FIN","EMP","MEN","PC_WKGPOP","Q","2014-Q1",69.6843,
"FIN","EMP","MEN","PC_WKGPOP","Q","2014-Q2",69.645,
"FIN","EMP","MEN","PC_WKGPOP","Q","2014-Q3",69.01815,
"FIN","EMP","MEN","PC_WKGPOP","Q","2014-Q4",69.47363,
"FIN","EMP","MEN","PC_WKGPOP","Q","2015-Q1",69.43288,
"FIN","EMP","MEN","PC_WKGPOP","Q","2015-Q2",69.11494,
"FIN","EMP","MEN","PC_WKGPOP","Q","2015-Q3",69.42226,
"FIN","EMP","MEN","PC_WKGPOP","Q","2015-Q4",69.28326,
"FIN","EMP","MEN","PC_WKGPOP","Q","2016-Q1",70.02797,
"FIN","EMP","TOT","PC_WKGPOP","Q","1998-Q1",64.17396,
"FIN","EMP","TOT","PC_WKGPOP","Q","1998-Q2",62.08825,
"FIN","EMP","TOT","PC_WKGPOP","Q","1998-Q3",64.64613,
"FIN","EMP","TOT","PC_WKGPOP","Q","1998-Q4",65.13445,
"FIN","EMP","TOT","PC_WKGPOP","Q","1999-Q1",65.95487,
"FIN","EMP","TOT","PC_WKGPOP","Q","1999-Q2",66.2915,
"FIN","EMP","TOT","PC_WKGPOP","Q","1999-Q3",66.39642,
"FIN","EMP","TOT","PC_WKGPOP","Q","1999-Q4",66.49378,
"FIN","EMP","TOT","PC_WKGPOP","Q","2000-Q1",66.55509,
"FIN","EMP","TOT","PC_WKGPOP","Q","2000-Q2",67.0827,
"FIN","EMP","TOT","PC_WKGPOP","Q","2000-Q3",67.55043,
"FIN","EMP","TOT","PC_WKGPOP","Q","2000-Q4",67.52521,
"FIN","EMP","TOT","PC_WKGPOP","Q","2001-Q1",67.85632,
"FIN","EMP","TOT","PC_WKGPOP","Q","2001-Q2",68.10178,
"FIN","EMP","TOT","PC_WKGPOP","Q","2001-Q3",68.06408,
"FIN","EMP","TOT","PC_WKGPOP","Q","2001-Q4",68.44823,
